repo_path,source_path,source_SHA256,staged_SHA256,category,scientific_role,license_class,modified_for_portability,included_reason
audit/EXCLUDED_FILES.csv,generated audit for TP-2M.5E.2,NA,7e62339bbb9f16138158aab01a28f781e9ff0f942e05161c147d0a14584f1977,audit,release gate evidence,PROJECT_ORIGINAL,NO,required audit output
audit/FILE_SIZE_AUDIT.csv,generated audit for TP-2M.5E.2,NA,6bdc35784d1357a3f31cabc936713374fa973f8128fe1a8602a615df54da0c41,audit,release gate evidence,PROJECT_ORIGINAL,NO,required audit output
audit/INCLUDED_FILES.csv,generated audit for TP-2M.5E.2,NA,aff7e2912812f5a044d03e668428b7b50090d3bf0cc6fd9a22016d986f815b8c,audit,release gate evidence,PROJECT_ORIGINAL,NO,required audit output
audit/LICENSE_AUDIT.csv,generated audit for TP-2M.5E.2,NA,1eae910e7b500dbc98522981c265cdaad4dadcd5d91218baff2307b1b08f6176,audit,release gate evidence,PROJECT_ORIGINAL,NO,required audit output
audit/PATH_PORTABILITY_AUDIT.md,generated audit for TP-2M.5E.2,NA,49f9a391a17445db69e88c4d545142252011c75a85e993a5221a35875ead1c23,audit,release gate evidence,PROJECT_ORIGINAL,NO,required audit output
audit/PORTABILITY_PATCHES.csv,generated audit for TP-2M.5E.2,NA,f3cb3476d6079c5570b3eb93d28a24a07b63e3081d1e0cf68b1cd59351eb5584,audit,release gate evidence,PROJECT_ORIGINAL,NO,required audit output
audit/RELEASE_AUDIT.md,generated audit for TP-2M.5E.2,NA,b03a1ef2e8e62bb77184134a2652cc12e3a8f211040665372f92710dfca44b5d,audit,release gate evidence,PROJECT_ORIGINAL,NO,required audit output
audit/REPRODUCTION_SMOKE_TEST.md,generated during TP-2M.5E.2 validation,NA,b5ad40e484471e5e7904842b91a3235aaeeb51bd0d35339da0c679b6d024edd5,generated_validation,release validation output,PROJECT_ORIGINAL,NO,required release audit output
audit/SECRETS_SCAN.md,generated audit for TP-2M.5E.2,NA,e40fbe8680d87f0aa2d6949dfd40697b7d15d5e6955bf94e3a943bbbe242d0c0,audit,release gate evidence,PROJECT_ORIGINAL,NO,required audit output
audit/THIRD_PARTY_CODE_AUDIT.md,generated audit for TP-2M.5E.2,NA,8226f3d05f72dd9b9e5a50ac34e765db938beb824695334c5625095852aa31ed,audit,release gate evidence,PROJECT_ORIGINAL,NO,required audit output
configs/canonical/TP2M4A_CANONICAL_PROTOCOL_MANIFEST_RECONCILED.json,TP2M4A_R1/manifests/TP2M4A_CANONICAL_PROTOCOL_MANIFEST_RECONCILED.json,12db809783c76a0c531aad24860f444ea84a433500550343dd61ccf2017f0102,12db809783c76a0c531aad24860f444ea84a433500550343dd61ccf2017f0102,config/manifest,canonical C1 protocol authority,PROJECT_ORIGINAL,NO,required for traced manuscript reproducibility package
configs/intervention/TP2M4B2_R1_MATCHED_COHORT_FREEZE.json,TP2M4B2_R1/TP2M4B2_R1_MATCHED_COHORT_FREEZE.json,0f9e9ba716ced5899a41c6ba4a3169282fa700718f5236e4ac52465d75b6e8e5,0f9e9ba716ced5899a41c6ba4a3169282fa700718f5236e4ac52465d75b6e8e5,config/manifest,WHO intervention cohort contract,PROJECT_ORIGINAL,NO,required for traced manuscript reproducibility package
configs/multiarchitecture/TP2M5A_MULTIARCH_PROTOCOL_FREEZE.json,TP2M5A/TP2M5A_MULTIARCH_PROTOCOL_FREEZE.json,02f237708fc67b29f6f4e2ba98f2ef5af248d48b979e000a2091a742ef3fa0df,02f237708fc67b29f6f4e2ba98f2ef5af248d48b979e000a2091a742ef3fa0df,config/manifest,multi-architecture freeze authority,PROJECT_ORIGINAL,NO,required for traced manuscript reproducibility package
configs/multiarchitecture/TP2M5A_RECEIVER_PARAMETER_AUDIT.csv,TP2M5A/TP2M5A_RECEIVER_PARAMETER_AUDIT.csv,66946bbf15bd6b454bac10aa16657c244e0d4e23e3ca8ba8fce39f3141d6c941,66946bbf15bd6b454bac10aa16657c244e0d4e23e3ca8ba8fce39f3141d6c941,config/manifest,parameter contract,PROJECT_ORIGINAL,NO,required for traced manuscript reproducibility package
configs/multiarchitecture/TP2M5A_STATIC_INTERFACE_QA.csv,TP2M5A/TP2M5A_STATIC_INTERFACE_QA.csv,ff35ef86cf194cbaf08478ec198ccc997a1ebe3b014ca452dda068bf8d0cc7cf,ff35ef86cf194cbaf08478ec198ccc997a1ebe3b014ca452dda068bf8d0cc7cf,config/manifest,fused interface contract,PROJECT_ORIGINAL,NO,required for traced manuscript reproducibility package
data/README.md,authored/generated for TP-2M.5E.2,NA,03623508a3bf3bd8850adfd2797b7a454c66f70fa2525c80233a137c1ff105e8,documentation/environment,repository freeze documentation,PROJECT_ORIGINAL,NO,required repository metadata
data/dengue/Dengue7_daily_notifications.csv,TP2M4_EXTERNAL_VALIDATION_PACKAGE_v1.0/data/processed/Dengue7_daily_notifications.csv,24f09a7ac8f32f9eb5213d809bf1b30c1e0621aaac183337b1c86dc80f5a4a1b,24f09a7ac8f32f9eb5213d809bf1b30c1e0621aaac183337b1c86dc80f5a4a1b,processed_data,Dengue county-level structural replication,Taiwan CDC Dengue,NO,required for traced manuscript reproducibility package
data/electricity/Electricity37_daily_load.csv,TP2M4_EXTERNAL_VALIDATION_PACKAGE_v1.0/data/processed/Electricity37_daily_load.csv,4873492cb3855b713f236a79dea581dc3be320cd1613187eacddffd4bb179c70,4873492cb3855b713f236a79dea581dc3be320cd1613187eacddffd4bb179c70,processed_data,Electricity structural replication,ElectricityLoadDiagrams20112014,NO,required for traced manuscript reproducibility package
data/who/WHO31_external_daily_new_cases.csv,TP2M4_EXTERNAL_VALIDATION_PACKAGE_v1.0/data/processed/WHO31_external_daily_new_cases.csv,f9f6af1c1217a118b14ac76eddf5bae4080e461eba43ad350d0bb98f2695eeee,f9f6af1c1217a118b14ac76eddf5bae4080e461eba43ad350d0bb98f2695eeee,processed_data,WHO external structural replication,WHO COVID-19,NO,required for traced manuscript reproducibility package
environment-lock.txt,authored/generated for TP-2M.5E.2,NA,c697bb8409e7bc5823b6714f283616736f70d5bd3dcd5123da82fd7b88e70ba0,documentation/environment,repository freeze documentation,PROJECT_ORIGINAL,NO,required repository metadata
full_reproduction/README.md,authored for TP-2M.5E.2,NA,f6ca5b3fe19b1419ac7097bafcf9b93a74452c4f60dc271eec358c3e9cc870f6,full_reproduction,documents non-run full reproduction order,PROJECT_ORIGINAL,NO,required full reproduction mode preparation
full_reproduction/run_functional_audit.py,authored for TP-2M.5E.2,NA,81a16154f9ddd8f0f9f6f6be85f0d66ec502c8298483ac1b74b9fc60735e7d2f,full_reproduction,documents non-run full reproduction order,PROJECT_ORIGINAL,NO,required full reproduction mode preparation
full_reproduction/run_receiver_transfer.py,authored for TP-2M.5E.2,NA,58892ef3e06d5d6cd7a6d7227feb74fed2f14b9745127de1a48049b4bcdce014,full_reproduction,documents non-run full reproduction order,PROJECT_ORIGINAL,NO,required full reproduction mode preparation
full_reproduction/run_structural_audit.py,authored for TP-2M.5E.2,NA,92d38618ab2a1ccbc87acf97e082e2888495cca650f37aa1ac95e311d0b65540,full_reproduction,documents non-run full reproduction order,PROJECT_ORIGINAL,NO,required full reproduction mode preparation
full_reproduction/train_gru_external.py,authored for TP-2M.5E.2,NA,b547ad47fedc59812636121b0b5a51acf0583ffc2770301d70fc74c8a0dc4453,full_reproduction,documents non-run full reproduction order,PROJECT_ORIGINAL,NO,required full reproduction mode preparation
full_reproduction/train_reference_lstm.py,authored for TP-2M.5E.2,NA,25d0e144bb1defafd48dfbec6adac6a5fe9ab94b0f158d21ca12c54e5c77a0cd,full_reproduction,documents non-run full reproduction order,PROJECT_ORIGINAL,NO,required full reproduction mode preparation
full_reproduction/train_transformer_external.py,authored for TP-2M.5E.2,NA,1f725c78882f02ef1efbb47c30ef266630c2c4aff6d4f717cdacb0738b6ce68f,full_reproduction,documents non-run full reproduction order,PROJECT_ORIGINAL,NO,required full reproduction mode preparation
manifests/checkpoints/README.md,authored/generated for TP-2M.5E.2,NA,6c6e65c47f2affaa2634d89b78240ed9b8d0f5a15aa9198e2d8cce7b4f3c6e3f,documentation/environment,repository freeze documentation,PROJECT_ORIGINAL,NO,required repository metadata
manifests/checkpoints/TP2M4D_RECEIVER_BANK_HASHES.txt,TP2M4D/TP2M4D_RECEIVER_BANK_HASHES.txt,bb6598615c538270b7e4734672344fc6183c02722f5e81c4833fcee8201a517d,68e1ff4da3ddc9cb2e1a172248c82566bd32ca10fb094782903e16ac251316eb,checkpoint_manifest,checkpoint register from TP2M4D,PROJECT_ORIGINAL,NO,required for traced manuscript reproducibility package
manifests/checkpoints/TP2M4D_RECEIVER_BANK_MANIFEST.csv,TP2M4D/TP2M4D_RECEIVER_BANK_MANIFEST.csv,b11e19525587e521084a1b22f28b4b65830431b53af256c66be41f4ccd7aecb9,91515d1a6d4a22cf08ecef55526bd96263a1dfe3c739a30863ec72b2b0051063,checkpoint_manifest,checkpoint register from TP2M4D,PROJECT_ORIGINAL,NO,required for traced manuscript reproducibility package
manifests/checkpoints/TP2M5B_GRU_RECEIVER_BANK_HASHES.txt,TP2M5B/TP2M5B_GRU_RECEIVER_BANK_HASHES.txt,870a5d002f64650096f7034bf377a3a136e73ed71c78b9c4b7451362897a1217,1f89f698d46e48d7f5a76f6be21d657d6ebab345c404288ed713c1704741574a,checkpoint_manifest,checkpoint register from TP2M5B,PROJECT_ORIGINAL,NO,required for traced manuscript reproducibility package
manifests/checkpoints/TP2M5B_GRU_RECEIVER_BANK_MANIFEST.csv,TP2M5B/TP2M5B_GRU_RECEIVER_BANK_MANIFEST.csv,6beb0325d68c99925af7b74fc27bb4ac98b164f6ad792eeded3bdba309b6dff6,d25c8c8571e6cd1e53f3f5d31a6fc35637dfa0b5f9f229d4ae4b93598430c5b1,checkpoint_manifest,checkpoint register from TP2M5B,PROJECT_ORIGINAL,NO,required for traced manuscript reproducibility package
manifests/checkpoints/TP2M5C_TRANSFORMER_RECEIVER_BANK_HASHES.txt,TP2M5C/TP2M5C_TRANSFORMER_RECEIVER_BANK_HASHES.txt,ea25513396bbd0b70b20de4d9746e5bc22833c0644cd01766a1a3c0673006eed,cba245bb21dc118e2ef22e01bb9720c7704ab6c4c275494bc505f301d9ce60e3,checkpoint_manifest,checkpoint register from TP2M5C,PROJECT_ORIGINAL,NO,required for traced manuscript reproducibility package
manifests/checkpoints/TP2M5C_TRANSFORMER_RECEIVER_BANK_MANIFEST.csv,TP2M5C/TP2M5C_TRANSFORMER_RECEIVER_BANK_MANIFEST.csv,ce65b97b2cea82028615ca602a72af8033a9a3dfea083b2042130d18af1589c4,641f9a8285bade890874b242efcd13512c7a9b0c0e1626d15d25e9d22762dc7c,checkpoint_manifest,checkpoint register from TP2M5C,PROJECT_ORIGINAL,NO,required for traced manuscript reproducibility package
manifests/cohorts/DATASET_MANIFEST.csv,TP2M4_EXTERNAL_VALIDATION_PACKAGE_v1.0/manifests/DATASET_MANIFEST.csv,f9b496abe23cd72bb3c8fb50ecc7b7c69f2cdbbb60dab6952a80bdad380fbbc0,f9b496abe23cd72bb3c8fb50ecc7b7c69f2cdbbb60dab6952a80bdad380fbbc0,config/manifest,dataset manifest,PROJECT_ORIGINAL,NO,required for traced manuscript reproducibility package
manifests/cohorts/Dengue7_series_manifest.csv,TP2M4_EXTERNAL_VALIDATION_PACKAGE_v1.0/manifests/Dengue7_series_manifest.csv,c10f3a17f3315fdf5aa1601b522577ad5b727ea1a88eaf1e5606033b47c89450,c10f3a17f3315fdf5aa1601b522577ad5b727ea1a88eaf1e5606033b47c89450,config/manifest,Dengue-7 membership,PROJECT_ORIGINAL,NO,required for traced manuscript reproducibility package
manifests/cohorts/Electricity37_series_manifest.csv,TP2M4_EXTERNAL_VALIDATION_PACKAGE_v1.0/manifests/Electricity37_series_manifest.csv,c4d26ec7ff181512f9d3b36e39ed604512756e7a9078345c274721fb1fef55f6,c4d26ec7ff181512f9d3b36e39ed604512756e7a9078345c274721fb1fef55f6,config/manifest,Electricity-37 membership,PROJECT_ORIGINAL,NO,required for traced manuscript reproducibility package
manifests/cohorts/WHO37_series_manifest.csv,TP2M4_EXTERNAL_VALIDATION_PACKAGE_v1.0/manifests/WHO37_series_manifest.csv,8f85b8ad30809f72b26b571c19e60baab23d989ed0f7798152b8a8bf0547b4b8,8f85b8ad30809f72b26b571c19e60baab23d989ed0f7798152b8a8bf0547b4b8,config/manifest,WHO membership,PROJECT_ORIGINAL,NO,required for traced manuscript reproducibility package
manifests/executability/TP2M5A_INPUT_AUTHORITY_MANIFEST.csv,TP2M5A/TP2M5A_INPUT_AUTHORITY_MANIFEST.csv,01cb2ea52456654360d3b7299e376974e3816382ad4dc6186d042edd7ee48155,c12bf2b3660507f917569448c4c5a8c8c029581d68b27d33421d6fb84e7cef7d,config/manifest,input authority,PROJECT_ORIGINAL,NO,required for traced manuscript reproducibility package
requirements.txt,authored/generated for TP-2M.5E.2,NA,b359e63f8e58d3121bc4a31e9c50e9e99f5a06de936815f018e06a3df4be5872,documentation/environment,repository freeze documentation,PROJECT_ORIGINAL,NO,required repository metadata
results/functional/TP2M4C_R1_SERIES_LEVEL_TP2D_SUMMARY.json,TP2M4C_R1/TP2M4C_R1_SERIES_LEVEL_TP2D_SUMMARY.json,20f6e2e461bad1f2dd4affb1a0ce1512d42cc32ff8e7f55e032fcd2823f272bf,20f6e2e461bad1f2dd4affb1a0ce1512d42cc32ff8e7f55e032fcd2823f272bf,result,authoritative result source TP2M4C_R1,PROJECT_ORIGINAL,NO,required for traced manuscript reproducibility package
results/functional/TP2M4D_FUNCTIONAL_PER_MODEL.csv,TP2M4D/TP2M4D_FUNCTIONAL_PER_MODEL.csv,b80d1183a031f20b781bc2c2142518c3f1413a14d4539619f1b447d4df54af31,b80d1183a031f20b781bc2c2142518c3f1413a14d4539619f1b447d4df54af31,result,authoritative result source TP2M4D,PROJECT_ORIGINAL,NO,required for traced manuscript reproducibility package
results/functional/TP2M4D_TP2D_SERIES_SUMMARY.csv,TP2M4D/TP2M4D_TP2D_SERIES_SUMMARY.csv,86bb4ff6cf0df2493dccbbfd93fbb41eb3970f4f73f2561973ae3be3fef5096a,86bb4ff6cf0df2493dccbbfd93fbb41eb3970f4f73f2561973ae3be3fef5096a,result,authoritative result source TP2M4D,PROJECT_ORIGINAL,NO,required for traced manuscript reproducibility package
results/functional/TP2M5B_R1_GRU_VS_LSTM_FUNCTIONAL_COMMON_CORE.csv,TP2M5B_R1/TP2M5B_R1_GRU_VS_LSTM_FUNCTIONAL_COMMON_CORE.csv,78cc525c8f6a94eb20f4206f24219f3d17672df8f8683e9e9dcb91d84bd93a99,78cc525c8f6a94eb20f4206f24219f3d17672df8f8683e9e9dcb91d84bd93a99,result,authoritative result source TP2M5B_R1,PROJECT_ORIGINAL,NO,required for traced manuscript reproducibility package
results/functional/TP2M5C_MULTIARCH_FUNCTIONAL_COMMON_CORE.csv,TP2M5C/TP2M5C_MULTIARCH_FUNCTIONAL_COMMON_CORE.csv,2894a38ef448ef0e03366ef8e26a1a46894226ecc49b82f72107678ebfe0229e,2894a38ef448ef0e03366ef8e26a1a46894226ecc49b82f72107678ebfe0229e,result,authoritative result source TP2M5C,PROJECT_ORIGINAL,NO,required for traced manuscript reproducibility package
results/intervention/TP2M4B2_R1_COUNTRY_RESULT_MATRIX.csv,TP2M4B2_R1/TP2M4B2_R1_COUNTRY_RESULT_MATRIX.csv,7ff6452de2e5c5e69e51944889e800d52a13fbc68b9039f183a6d889639b5291,7ff6452de2e5c5e69e51944889e800d52a13fbc68b9039f183a6d889639b5291,result,authoritative result source TP2M4B2_R1,PROJECT_ORIGINAL,NO,required for traced manuscript reproducibility package
results/intervention/TP2M4B2_R1_GATE_TABLE_STRICT_AND_BOUNDARY_AWARE.csv,TP2M4B2_R1/TP2M4B2_R1_GATE_TABLE_STRICT_AND_BOUNDARY_AWARE.csv,20b88dcb9ce4aad4a07a2889f722b2ff6e9de329acd1d7e136614d24b2e8bb2e,20b88dcb9ce4aad4a07a2889f722b2ff6e9de329acd1d7e136614d24b2e8bb2e,result,authoritative result source TP2M4B2_R1,PROJECT_ORIGINAL,NO,required for traced manuscript reproducibility package
results/intervention/TP2M4E_C_WHO_INTERVENTION_GATES.csv,TP2M4E_C/TP2M4E_C_WHO_INTERVENTION_GATES.csv,0495f1f5730754745456c970962a88fbf6d4ee8542ee18f0964526b0d3d6e946,a7676aadb6123d441e60de890725cca7de226775cfe39bdd0ebb4486aa51dc75,result,authoritative result source TP2M4E_C,PROJECT_ORIGINAL,NO,required for traced manuscript reproducibility package
results/manuscript/TP2M4C_R1_TAXONOMY_PHENOTYPE_CROSSTAB.csv,TP2M4C_R1/TP2M4C_R1_TAXONOMY_PHENOTYPE_CROSSTAB.csv,57868955657b881879f40883bf2aad8029ba9d3a329e2a0cf3b9619db1f0e230,57868955657b881879f40883bf2aad8029ba9d3a329e2a0cf3b9619db1f0e230,result,authoritative result source TP2M4C_R1,PROJECT_ORIGINAL,NO,required for traced manuscript reproducibility package
results/manuscript/TP2M5B_R1_GRU_FORECAST_SERIES_SUMMARY.csv,TP2M5B_R1/TP2M5B_R1_GRU_FORECAST_SERIES_SUMMARY.csv,660d0caa5c8620592e14398f3ec4af7e548adc1b8afce432b9673bc37f777044,660d0caa5c8620592e14398f3ec4af7e548adc1b8afce432b9673bc37f777044,result,authoritative result source TP2M5B_R1,PROJECT_ORIGINAL,NO,required for traced manuscript reproducibility package
results/manuscript/TP2M5C_TRANSFORMER_FORECAST_SERIES_SUMMARY.csv,TP2M5C/TP2M5C_TRANSFORMER_FORECAST_SERIES_SUMMARY.csv,5981ccc480358f3fbc1a4b1063d8bc76bbe3dbbe850dcfbae07c259ca44c26d7,5981ccc480358f3fbc1a4b1063d8bc76bbe3dbbe850dcfbae07c259ca44c26d7,result,authoritative result source TP2M5C,PROJECT_ORIGINAL,NO,required for traced manuscript reproducibility package
results/structural/TP2M4C_R1_SERIES_LEVEL_LATENT_SUMMARY.json,TP2M4C_R1/TP2M4C_R1_SERIES_LEVEL_LATENT_SUMMARY.json,2bf4e979e2d34db8aee0a0a50784e534887d0d07af85dac29dd62c45bd80af3f,2bf4e979e2d34db8aee0a0a50784e534887d0d07af85dac29dd62c45bd80af3f,result,authoritative result source TP2M4C_R1,PROJECT_ORIGINAL,NO,required for traced manuscript reproducibility package
results/structural/TP2M4D_LATENT_SERIES_SUMMARY.csv,TP2M4D/TP2M4D_LATENT_SERIES_SUMMARY.csv,6b6e18be81434709130cb55d1893311a8816175cc7251d75ab23e68d33e709fb,6b6e18be81434709130cb55d1893311a8816175cc7251d75ab23e68d33e709fb,result,authoritative result source TP2M4D,PROJECT_ORIGINAL,NO,required for traced manuscript reproducibility package
results/structural/TP2M5B_R1_GRU_VS_LSTM_STRUCTURAL_REFERENCE.csv,TP2M5B_R1/TP2M5B_R1_GRU_VS_LSTM_STRUCTURAL_REFERENCE.csv,8f0c816eb4cf59e4c43c6f9293c742f3433294ba2ae5abba55919c7bf5d87b5e,8f0c816eb4cf59e4c43c6f9293c742f3433294ba2ae5abba55919c7bf5d87b5e,result,authoritative result source TP2M5B_R1,PROJECT_ORIGINAL,NO,required for traced manuscript reproducibility package
results/structural/TP2M5C_MULTIARCH_STRUCTURAL_REFERENCE.csv,TP2M5C/TP2M5C_MULTIARCH_STRUCTURAL_REFERENCE.csv,79da366490d4af3f62767d1581b633b0d6e5205d5ea27338d61d9953cb0952ee,79da366490d4af3f62767d1581b633b0d6e5205d5ea27338d61d9953cb0952ee,result,authoritative result source TP2M5C,PROJECT_ORIGINAL,NO,required for traced manuscript reproducibility package
scripts/reproduce_figures.py,authored for TP-2M.5E.2,NA,b48d79a29214582c575f3e3d8b2f7d8b5756409ae440be32a3062a07e3ab3be3,script,zero-training verification/reproduction,PROJECT_ORIGINAL,NO,required quick reproduction workflow
scripts/reproduce_tables.py,authored for TP-2M.5E.2,NA,6d61218f01506b6e4040ca3dca69c12643cff9991f112a3ae8ecde22a8ced57a,script,zero-training verification/reproduction,PROJECT_ORIGINAL,NO,required quick reproduction workflow
scripts/smoke_test_models.py,authored for TP-2M.5E.2,NA,ec2690467e2e0fb693d61b89841733812274b950eb14934dfcc31328a4557a46,script,zero-training verification/reproduction,PROJECT_ORIGINAL,NO,required quick reproduction workflow
scripts/verify_data_hashes.py,authored for TP-2M.5E.2,NA,757475a8afca74f8f2a983dbeb49689e2b734444d7805128168e6bc0230e885a,script,zero-training verification/reproduction,PROJECT_ORIGINAL,NO,required quick reproduction workflow
scripts/verify_environment.py,authored for TP-2M.5E.2,NA,df5a398e6fdd234fb9e089f8fe06e1a956653788a5a52720215d3e29bad9e156,script,zero-training verification/reproduction,PROJECT_ORIGINAL,NO,required quick reproduction workflow
scripts/verify_protocol.py,authored for TP-2M.5E.2,NA,469c798c672c5fc2fa08313bf47ffb3d281db4215fc46dc3cc4f0b41903e5087,script,zero-training verification/reproduction,PROJECT_ORIGINAL,NO,required quick reproduction workflow
src/__init__.py,generated during TP-2M.5E.2 validation,NA,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,generated_validation,release validation output,PROJECT_ORIGINAL,NO,required release audit output
src/functional_audit/tp2d/__init__.py,TARELA_TP2D_Functional_Equivalence_v1.0.1/tp2d/__init__.py,045bfbeb67de5048f0e848f55217f6ac24a3aa24a1cb7195d7a46676e75b4ffc,045bfbeb67de5048f0e848f55217f6ac24a3aa24a1cb7195d7a46676e75b4ffc,code,TP2D functional diagnostics,PROJECT_ORIGINAL,NO,TP2D functional diagnostics
src/functional_audit/tp2d/functional_math.py,TARELA_TP2D_Functional_Equivalence_v1.0.1/tp2d/functional_math.py,c1ff2c3e33c74ab5c730d861bf9f0b7deec7983fb232ab1f8d5e6543974ac275,c1ff2c3e33c74ab5c730d861bf9f0b7deec7983fb232ab1f8d5e6543974ac275,code,TP2D functional diagnostics,PROJECT_ORIGINAL,NO,TP2D functional diagnostics
src/intervention/tp2f/__init__.py,TARELA_TP2E_Interface_Stability_v1.0/tp2f/__init__.py,7d198489c0749910b09d1108db2ba3292247bb596c656d10f117775665745cb8,7d198489c0749910b09d1108db2ba3292247bb596c656d10f117775665745cb8,code,intervention and receiver-swap utilities,PROJECT_ORIGINAL,NO,intervention and receiver-swap utilities
src/intervention/tp2f/alignment.py,TARELA_TP2E_Interface_Stability_v1.0/tp2f/alignment.py,1d9200f4064f36dcaded3162b1156abe0100e8549c0d57344cdd34a8be6f6a53,1d9200f4064f36dcaded3162b1156abe0100e8549c0d57344cdd34a8be6f6a53,code,intervention and receiver-swap utilities,PROJECT_ORIGINAL,NO,intervention and receiver-swap utilities
src/intervention/tp2f/functional_effect.py,TARELA_TP2E_Interface_Stability_v1.0/tp2f/functional_effect.py,fbbf58aea488c1d7bdae78f5c5d593790c369502af751ec421e891194254d5f2,fbbf58aea488c1d7bdae78f5c5d593790c369502af751ec421e891194254d5f2,code,intervention and receiver-swap utilities,PROJECT_ORIGINAL,NO,intervention and receiver-swap utilities
src/intervention/tp2f/latent_disabled.py,TARELA_TP2E_Interface_Stability_v1.0/tp2f/latent_disabled.py,28fd837d4f8700e700f901f592f0fc36c9957bf65bd59e2ea27644b972e178a5,28fd837d4f8700e700f901f592f0fc36c9957bf65bd59e2ea27644b972e178a5,code,intervention and receiver-swap utilities,PROJECT_ORIGINAL,NO,intervention and receiver-swap utilities
src/intervention/tp2f/losses.py,TARELA_TP2E_Interface_Stability_v1.0/tp2f/losses.py,c437e5955d5a4454c95bdfe2998c0298ae40a863c9e0b0dd8c342aacb9a4f95d,c437e5955d5a4454c95bdfe2998c0298ae40a863c9e0b0dd8c342aacb9a4f95d,code,intervention and receiver-swap utilities,PROJECT_ORIGINAL,NO,intervention and receiver-swap utilities
src/intervention/tp2f/receivers.py,TARELA_TP2E_Interface_Stability_v1.0/tp2f/receivers.py,7e5456e814fee0804a056dbb5326477ad0a2d4b83cc8d9fd2ebd8209bf65b31b,7e5456e814fee0804a056dbb5326477ad0a2d4b83cc8d9fd2ebd8209bf65b31b,code,intervention and receiver-swap utilities,PROJECT_ORIGINAL,NO,intervention and receiver-swap utilities
src/intervention/tp2f/screening.py,TARELA_TP2E_Interface_Stability_v1.0/tp2f/screening.py,042333d9867d4057fd31e381a7ccdc6eda4606423fc26134d408ddb58ce7deed,042333d9867d4057fd31e381a7ccdc6eda4606423fc26134d408ddb58ce7deed,code,intervention and receiver-swap utilities,PROJECT_ORIGINAL,NO,intervention and receiver-swap utilities
src/latent_alignment/tp2b/__init__.py,TARELA_TP2B_Latent_Stability_v1.0/tp2b/__init__.py,16a89952ebac295a58f1a10afb34e30b88a466ffe4d07126f45ceb1495501f78,16a89952ebac295a58f1a10afb34e30b88a466ffe4d07126f45ceb1495501f78,code,TP2B latent alignment metrics,PROJECT_ORIGINAL,NO,TP2B latent alignment metrics
