Date_reported,New_cases,Country
2020-08-14,231,Australia
2020-08-15,385,Australia
2020-08-16,292,Australia
2020-08-17,253,Australia
2020-08-18,271,Australia
2020-08-19,214,Australia
2020-08-20,220,Australia
2020-08-21,243,Australia
2020-08-22,171,Australia
2020-08-23,195,Australia
2020-08-24,210,Australia
2020-08-25,104,Australia
2020-08-26,137,Australia
2020-08-27,152,Australia
2020-08-28,117,Australia
2020-08-29,126,Australia
2020-08-30,99,Australia
2020-08-31,123,Australia
2020-09-01,76,Australia
2020-09-02,73,Australia
2020-09-03,104,Australia
2020-09-04,126,Australia
2020-09-05,87,Australia
2020-09-06,71,Australia
2020-09-07,72,Australia
2020-09-08,43,Australia
2020-09-09,52,Australia
2020-09-10,91,Australia
2020-09-11,48,Australia
2020-09-12,52,Australia
2020-09-13,42,Australia
2020-09-14,44,Australia
2020-09-15,41,Australia
2020-09-16,46,Australia
2020-09-17,41,Australia
2020-09-18,34,Australia
2020-09-19,48,Australia
2020-09-20,24,Australia
2020-09-21,13,Australia
2020-09-22,14,Australia
2020-09-23,30,Australia
2020-09-24,31,Australia
2020-09-25,10,Australia
2020-09-26,17,Australia
2020-09-27,16,Australia
2020-09-28,24,Australia
2020-09-29,4,Australia
2020-09-30,19,Australia
2020-10-01,15,Australia
2020-10-02,18,Australia
2020-10-03,17,Australia
2020-10-04,8,Australia
2020-10-05,15,Australia
2020-10-06,13,Australia
2020-10-07,25,Australia
2020-10-08,8,Australia
2020-10-09,24,Australia
2020-10-10,23,Australia
2020-10-11,15,Australia
2020-10-12,20,Australia
2020-10-13,22,Australia
2020-10-14,31,Australia
2020-10-15,24,Australia
2020-10-16,21,Australia
2020-10-17,9,Australia
2020-10-18,12,Australia
2020-10-19,7,Australia
2020-10-20,9,Australia
2020-10-21,31,Australia
2020-10-22,14,Australia
2020-10-23,22,Australia
2020-10-24,18,Australia
2020-10-25,15,Australia
2020-10-26,21,Australia
2020-10-27,7,Australia
2020-10-28,14,Australia
2020-10-29,13,Australia
2020-10-30,15,Australia
2020-10-31,13,Australia
2020-11-01,8,Australia
2020-11-02,5,Australia
2020-11-03,7,Australia
2020-11-04,8,Australia
2020-11-05,12,Australia
2020-11-06,11,Australia
2020-11-07,12,Australia
2020-11-08,7,Australia
2020-11-09,6,Australia
2020-11-10,10,Australia
2020-11-11,10,Australia
2020-11-12,8,Australia
2020-11-13,12,Australia
2020-11-14,5,Australia
2020-11-15,8,Australia
2020-11-16,14,Australia
2020-11-17,25,Australia
2020-11-18,6,Australia
2020-11-19,21,Australia
2020-11-20,7,Australia
2020-11-21,5,Australia
2020-11-22,18,Australia
2020-11-23,14,Australia
2020-11-24,14,Australia
2020-11-25,13,Australia
2020-11-26,6,Australia
2020-11-27,13,Australia
2020-11-28,7,Australia
2020-11-29,11,Australia
2020-11-30,8,Australia
2020-12-01,11,Australia
2020-12-02,8,Australia
2020-12-03,11,Australia
2020-12-04,16,Australia
2020-12-05,10,Australia
2020-12-06,7,Australia
2020-12-07,9,Australia
2020-12-08,7,Australia
2020-12-09,15,Australia
2020-12-10,6,Australia
2020-12-11,7,Australia
2020-12-12,12,Australia
2020-12-13,13,Australia
2020-12-14,6,Australia
2020-12-15,8,Australia
2020-12-16,8,Australia
2020-12-17,12,Australia
2020-12-18,13,Australia
2020-12-19,22,Australia
2020-12-20,34,Australia
2020-12-21,43,Australia
2020-12-22,27,Australia
2020-12-23,21,Australia
2020-12-24,19,Australia
2020-12-25,24,Australia
2020-12-26,0,Australia
2020-12-27,34,Australia
2020-12-28,16,Australia
2020-12-29,25,Australia
2020-12-30,13,Australia
2020-12-31,31,Australia
2021-01-01,46,Australia
2021-01-02,35,Australia
2021-01-03,21,Australia
2021-01-04,21,Australia
2021-01-05,15,Australia
2021-01-06,17,Australia
2021-01-07,11,Australia
2021-01-08,24,Australia
2021-01-09,11,Australia
2021-01-10,13,Australia
2021-01-11,19,Australia
2021-01-12,20,Australia
2021-01-13,16,Australia
2021-01-14,8,Australia
2021-01-15,11,Australia
2021-01-16,20,Australia
2021-01-17,19,Australia
2021-01-18,13,Australia
2021-01-19,9,Australia
2021-01-20,10,Australia
2021-01-21,10,Australia
2021-01-22,5,Australia
2021-01-23,6,Australia
2021-01-24,5,Australia
2021-01-25,11,Australia
2021-01-26,3,Australia
2021-01-27,6,Australia
2021-01-28,8,Australia
2021-01-29,6,Australia
2021-01-30,6,Australia
2021-01-31,5,Australia
2021-02-01,7,Australia
2021-02-02,6,Australia
2021-02-03,5,Australia
2021-02-04,9,Australia
2021-02-05,4,Australia
2021-02-06,6,Australia
2021-02-07,2,Australia
2021-02-08,7,Australia
2021-02-09,3,Australia
2021-02-10,11,Australia
2021-02-11,8,Australia
2021-02-12,7,Australia
2021-02-13,6,Australia
2021-02-14,6,Australia
2021-02-15,2,Australia
2021-02-16,5,Australia
2021-02-17,6,Australia
2021-02-18,1,Australia
2021-02-19,6,Australia
2021-02-20,2,Australia
2021-02-21,6,Australia
2021-02-22,4,Australia
2021-02-23,7,Australia
2021-02-24,2,Australia
2021-02-25,8,Australia
2021-02-26,11,Australia
2021-02-27,7,Australia
2021-02-28,5,Australia
2021-03-01,8,Australia
2021-03-02,8,Australia
2021-03-03,10,Australia
2021-03-04,6,Australia
2021-03-05,18,Australia
2021-03-06,10,Australia
2021-03-07,7,Australia
2021-03-08,9,Australia
2021-03-09,15,Australia
2021-03-10,14,Australia
2021-03-11,15,Australia
2021-03-12,12,Australia
2021-03-13,10,Australia
2021-03-14,5,Australia
2021-03-15,13,Australia
2021-03-16,7,Australia
2021-03-17,16,Australia
2021-03-18,13,Australia
2021-03-19,17,Australia
2021-03-20,9,Australia
2021-03-21,4,Australia
2021-03-22,10,Australia
2021-03-23,5,Australia
2021-03-24,9,Australia
2021-03-25,8,Australia
2021-03-26,12,Australia
2021-03-27,12,Australia
2021-03-28,8,Australia
2021-03-29,18,Australia
2021-03-30,18,Australia
2021-03-31,8,Australia
2021-04-01,18,Australia
2021-04-02,13,Australia
2021-04-03,6,Australia
2021-04-04,7,Australia
2021-04-05,9,Australia
2021-04-06,8,Australia
2021-04-07,14,Australia
2021-04-08,6,Australia
2021-04-09,5,Australia
2021-04-10,6,Australia
2021-04-11,9,Australia
2021-04-12,14,Australia
2021-04-13,18,Australia
2021-04-14,14,Australia
2021-04-15,18,Australia
2021-04-16,15,Australia
2021-04-17,21,Australia
2021-04-18,14,Australia
2021-04-19,24,Australia
2021-04-20,16,Australia
2021-04-21,19,Australia
2021-04-22,24,Australia
2021-04-23,37,Australia
2021-04-24,19,Australia
2021-04-25,8,Australia
2021-04-26,29,Australia
2021-04-27,30,Australia
2021-04-28,24,Australia
2021-04-29,30,Australia
2021-04-30,22,Australia
2021-05-01,11,Australia
2021-05-02,14,Australia
2021-05-03,15,Australia
2021-05-04,11,Australia
2021-05-05,13,Australia
2021-05-06,21,Australia
2021-05-07,11,Australia
2021-05-08,9,Australia
2021-05-09,17,Australia
2021-05-10,8,Australia
2021-05-11,8,Australia
2021-05-12,8,Australia
2021-05-13,8,Australia
2021-05-14,2,Australia
2021-05-15,10,Australia
2021-05-16,8,Australia
2021-05-17,3,Australia
2021-05-18,10,Australia
2021-05-19,3,Australia
2021-05-20,6,Australia
2021-05-21,3,Australia
2021-05-22,4,Australia
2021-05-23,7,Australia
2021-05-24,10,Australia
2021-05-25,9,Australia
2021-05-26,18,Australia
2021-05-27,15,Australia
2021-05-28,10,Australia
2021-05-29,10,Australia
2021-05-30,15,Australia
2021-05-31,8,Australia
2021-06-01,12,Australia
2021-06-02,12,Australia
2021-06-03,7,Australia
2021-06-04,13,Australia
2021-06-05,8,Australia
2021-06-06,297,Australia
2021-06-07,0,Australia
2021-06-08,0,Australia
2021-06-09,0,Australia
2021-06-10,0,Australia
2021-06-11,0,Australia
2021-06-12,0,Australia
2021-06-13,58,Australia
2021-06-14,0,Australia
2021-06-15,0,Australia
2021-06-16,0,Australia
2021-06-17,0,Australia
2021-06-18,0,Australia
2021-06-19,0,Australia
2021-06-20,87,Australia
2021-06-21,0,Australia
2021-06-22,0,Australia
2021-06-23,0,Australia
2021-06-24,0,Australia
2021-06-25,0,Australia
2021-06-26,0,Australia
2021-06-27,235,Australia
2021-06-28,0,Australia
2021-06-29,0,Australia
2021-06-30,0,Australia
2021-07-01,0,Australia
2021-07-02,0,Australia
2021-07-03,0,Australia
2021-07-04,276,Australia
2021-07-05,0,Australia
2021-07-06,0,Australia
2021-07-07,0,Australia
2021-07-08,0,Australia
2021-07-09,0,Australia
2021-07-10,0,Australia
2021-07-11,549,Australia
2021-07-12,0,Australia
2021-07-13,0,Australia
2021-07-14,0,Australia
2021-07-15,0,Australia
2021-07-16,0,Australia
2021-07-17,0,Australia
2021-07-18,875,Australia
2021-07-19,0,Australia
2021-07-20,0,Australia
2021-07-21,0,Australia
2021-07-22,0,Australia
2021-07-23,0,Australia
2021-07-24,0,Australia
2021-07-25,1260,Australia
2021-07-26,0,Australia
2021-07-27,0,Australia
2021-07-28,0,Australia
2021-07-29,0,Australia
2021-07-30,0,Australia
2021-07-31,0,Australia
2021-08-01,1667,Australia
2021-08-02,0,Australia
2021-08-03,0,Australia
2021-08-04,0,Australia
2021-08-05,0,Australia
2021-08-06,0,Australia
2021-08-07,0,Australia
2021-08-08,2313,Australia
2021-08-09,0,Australia
2021-08-10,0,Australia
2021-08-11,0,Australia
2021-08-12,0,Australia
2021-08-13,0,Australia
2021-08-14,0,Australia
2021-08-15,3613,Australia
2021-08-16,0,Australia
2021-08-17,0,Australia
2021-08-18,0,Australia
2021-08-19,0,Australia
2021-08-20,0,Australia
2021-08-21,0,Australia
2021-08-22,6133,Australia
2021-08-23,0,Australia
2021-08-24,0,Australia
2021-08-25,0,Australia
2021-08-26,0,Australia
2021-08-27,0,Australia
2021-08-28,0,Australia
2021-08-29,8140,Australia
2021-08-30,0,Australia
2021-08-31,0,Australia
2021-09-01,0,Australia
2021-09-02,0,Australia
2021-09-03,0,Australia
2021-09-04,0,Australia
2021-09-05,11094,Australia
2021-09-06,0,Australia
2021-09-07,0,Australia
2021-09-08,0,Australia
2021-09-09,0,Australia
2021-09-10,0,Australia
2021-09-11,0,Australia
2021-09-12,12596,Australia
2021-09-13,0,Australia
2021-09-14,0,Australia
2021-09-15,0,Australia
2021-09-16,0,Australia
2021-09-17,0,Australia
2021-09-18,0,Australia
2021-09-19,12301,Australia
2021-09-20,0,Australia
2021-09-21,0,Australia
2021-09-22,0,Australia
2021-09-23,0,Australia
2021-09-24,0,Australia
2021-09-25,0,Australia
2021-09-26,12498,Australia
2021-09-27,0,Australia
2021-09-28,0,Australia
2021-09-29,0,Australia
2021-09-30,0,Australia
2021-10-01,0,Australia
2021-10-02,0,Australia
2021-10-03,15401,Australia
2021-10-04,0,Australia
2021-10-05,0,Australia
2021-10-06,0,Australia
2021-10-07,0,Australia
2021-10-08,0,Australia
2021-10-09,0,Australia
2021-10-10,15281,Australia
2021-10-11,0,Australia
2021-10-12,0,Australia
2021-10-13,0,Australia
2021-10-14,0,Australia
2021-10-15,0,Australia
2021-10-16,0,Australia
2021-10-17,15347,Australia
2021-10-18,0,Australia
2021-10-19,0,Australia
2021-10-20,0,Australia
2021-10-21,0,Australia
2021-10-22,0,Australia
2021-10-23,0,Australia
2021-10-24,13759,Australia
2021-10-25,0,Australia
2021-10-26,0,Australia
2021-10-27,0,Australia
2021-10-28,0,Australia
2021-10-29,0,Australia
2021-10-30,0,Australia
2021-10-31,10046,Australia
2021-11-01,0,Australia
2021-11-02,0,Australia
2021-11-03,0,Australia
2021-11-04,0,Australia
2021-11-05,0,Australia
2021-11-06,0,Australia
2021-11-07,9666,Australia
2021-11-08,0,Australia
2021-11-09,0,Australia
2021-11-10,0,Australia
2021-11-11,0,Australia
2021-11-12,0,Australia
2021-11-13,0,Australia
2021-11-14,8701,Australia
2021-11-15,0,Australia
2021-11-16,0,Australia
2021-11-17,0,Australia
2021-11-18,0,Australia
2021-11-19,0,Australia
2021-11-20,0,Australia
2021-11-21,9330,Australia
2021-11-22,0,Australia
2021-11-23,0,Australia
2021-11-24,0,Australia
2021-11-25,0,Australia
2021-11-26,0,Australia
2021-11-27,0,Australia
2021-11-28,9744,Australia
2021-11-29,0,Australia
2021-11-30,0,Australia
2021-12-01,0,Australia
2021-12-02,0,Australia
2021-12-03,0,Australia
2021-12-04,0,Australia
2021-12-05,10526,Australia
2021-12-06,0,Australia
2021-12-07,0,Australia
2021-12-08,0,Australia
2021-12-09,0,Australia
2021-12-10,0,Australia
2021-12-11,0,Australia
2021-12-12,13403,Australia
2021-12-13,0,Australia
2021-12-14,0,Australia
2021-12-15,0,Australia
2021-12-16,0,Australia
2021-12-17,0,Australia
2021-12-18,0,Australia
2021-12-19,31489,Australia
2021-12-20,0,Australia
2021-12-21,0,Australia
2021-12-22,0,Australia
2021-12-23,0,Australia
2021-12-24,0,Australia
2021-12-25,0,Australia
2021-12-26,99764,Australia
2021-12-27,0,Australia
2021-12-28,0,Australia
2021-12-29,0,Australia
2021-12-30,0,Australia
2021-12-31,0,Australia
2022-01-01,0,Australia
2022-01-02,289614,Australia
2022-01-03,0,Australia
2022-01-04,0,Australia
2022-01-05,0,Australia
2022-01-06,0,Australia
2022-01-07,0,Australia
2022-01-08,0,Australia
2022-01-09,588813,Australia
2022-01-10,0,Australia
2022-01-11,0,Australia
2022-01-12,0,Australia
2022-01-13,0,Australia
2022-01-14,0,Australia
2022-01-15,0,Australia
2022-01-16,462325,Australia
2022-01-17,0,Australia
2022-01-18,0,Australia
2022-01-19,0,Australia
2022-01-20,0,Australia
2022-01-21,0,Australia
2022-01-22,0,Australia
2022-01-23,347960,Australia
2022-01-24,0,Australia
2022-01-25,0,Australia
2022-01-26,0,Australia
2022-01-27,0,Australia
2022-01-28,0,Australia
2022-01-29,0,Australia
2022-01-30,267817,Australia
2022-01-31,0,Australia
2022-02-01,0,Australia
2022-02-02,0,Australia
2022-02-03,0,Australia
2022-02-04,0,Australia
2022-02-05,0,Australia
2022-02-06,201112,Australia
2022-02-07,0,Australia
2022-02-08,0,Australia
2022-02-09,0,Australia
2022-02-10,0,Australia
2022-02-11,0,Australia
2022-02-12,0,Australia
2022-02-13,171754,Australia
2022-02-14,0,Australia
2022-02-15,0,Australia
2022-02-16,0,Australia
2022-02-17,0,Australia
2022-02-18,0,Australia
2022-02-19,0,Australia
2022-02-20,160429,Australia
2022-02-21,0,Australia
2022-02-22,0,Australia
2022-02-23,0,Australia
2022-02-24,0,Australia
2022-02-25,0,Australia
2022-02-26,0,Australia
2022-02-27,160402,Australia
2022-02-28,0,Australia
2022-03-01,0,Australia
2022-03-02,0,Australia
2022-03-03,0,Australia
2022-03-04,0,Australia
2022-03-05,0,Australia
2022-03-06,195717,Australia
2022-03-07,0,Australia
2022-03-08,0,Australia
2022-03-09,0,Australia
2022-03-10,0,Australia
2022-03-11,0,Australia
2022-03-12,0,Australia
2022-03-13,241848,Australia
2022-03-14,0,Australia
2022-03-15,0,Australia
2022-03-16,0,Australia
2022-03-17,0,Australia
2022-03-18,0,Australia
2022-03-19,0,Australia
2022-03-20,327240,Australia
2022-03-21,0,Australia
2022-03-22,0,Australia
2022-03-23,0,Australia
2022-03-24,0,Australia
2022-03-25,0,Australia
2022-03-26,0,Australia
2022-03-27,385762,Australia
2022-03-28,0,Australia
2022-03-29,0,Australia
2022-03-30,0,Australia
2022-03-31,0,Australia
2022-04-01,0,Australia
2022-04-02,0,Australia
2022-04-03,395982,Australia
2022-04-04,0,Australia
2022-04-05,0,Australia
2022-04-06,0,Australia
2022-04-07,0,Australia
2022-04-08,0,Australia
2022-04-09,0,Australia
2022-04-10,359765,Australia
2022-04-11,0,Australia
2022-04-12,0,Australia
2022-04-13,0,Australia
2022-04-14,0,Australia
2022-04-15,0,Australia
2022-04-16,0,Australia
2022-04-17,306184,Australia
2022-04-18,0,Australia
2022-04-19,0,Australia
2022-04-20,0,Australia
2022-04-21,0,Australia
2022-04-22,0,Australia
2022-04-23,0,Australia
2022-04-24,289282,Australia
2022-04-25,0,Australia
2022-04-26,0,Australia
2022-04-27,0,Australia
2022-04-28,0,Australia
2022-04-29,0,Australia
2022-04-30,0,Australia
2022-05-01,272054,Australia
2022-05-02,0,Australia
2022-05-03,0,Australia
2022-05-04,0,Australia
2022-05-05,0,Australia
2022-05-06,0,Australia
2022-05-07,0,Australia
2022-05-08,304061,Australia
2022-05-09,0,Australia
2022-05-10,0,Australia
2022-05-11,0,Australia
2022-05-12,0,Australia
2022-05-13,0,Australia
2022-05-14,0,Australia
2022-05-15,350375,Australia
2022-05-16,0,Australia
2022-05-17,0,Australia
2022-05-18,0,Australia
2022-05-19,0,Australia
2022-05-20,0,Australia
2022-05-21,0,Australia
2022-05-22,311716,Australia
2022-05-23,0,Australia
2022-05-24,0,Australia
2022-05-25,0,Australia
2022-05-26,0,Australia
2022-05-27,0,Australia
2022-05-28,0,Australia
2022-05-29,240429,Australia
2022-05-30,0,Australia
2022-05-31,0,Australia
2022-06-01,0,Australia
2022-06-02,0,Australia
2022-06-03,0,Australia
2022-06-04,0,Australia
2022-06-05,199964,Australia
2022-06-06,0,Australia
2022-06-07,0,Australia
2022-06-08,0,Australia
2022-06-09,0,Australia
2022-06-10,0,Australia
2022-06-11,0,Australia
2022-06-12,184472,Australia
2022-06-13,0,Australia
2022-06-14,0,Australia
2022-06-15,0,Australia
2022-06-16,0,Australia
2022-06-17,0,Australia
2022-06-18,0,Australia
2022-06-19,191043,Australia
2022-06-20,0,Australia
2022-06-21,0,Australia
2022-06-22,0,Australia
2022-06-23,0,Australia
2022-06-24,0,Australia
2022-06-25,0,Australia
2022-06-26,204308,Australia
2022-06-27,0,Australia
2022-06-28,0,Australia
2022-06-29,0,Australia
2022-06-30,0,Australia
2022-07-01,0,Australia
2022-07-02,0,Australia
2022-07-03,0,Australia
2022-07-04,243697,Australia
2022-07-05,0,Australia
2022-07-06,0,Australia
2022-07-07,0,Australia
2022-07-08,0,Australia
2022-07-09,0,Australia
2022-07-10,0,Australia
2022-07-11,271605,Australia
2022-07-12,0,Australia
2022-07-13,0,Australia
2022-07-14,0,Australia
2022-07-15,0,Australia
2022-07-16,0,Australia
2022-07-17,0,Australia
2022-07-18,303029,Australia
2022-07-19,0,Australia
2022-07-20,0,Australia
2022-07-21,0,Australia
2022-07-22,0,Australia
2022-07-23,0,Australia
2022-07-24,0,Australia
2022-07-25,319779,Australia
2022-07-26,0,Australia
2022-07-27,0,Australia
2022-07-28,0,Australia
2022-07-29,0,Australia
2022-07-30,0,Australia
2022-07-31,0,Australia
2022-08-01,259334,Australia
2022-08-02,0,Australia
2022-08-03,0,Australia
2022-08-04,0,Australia
2022-08-05,0,Australia
2022-08-06,0,Australia
2022-08-07,0,Australia
2022-08-08,200397,Australia
2022-08-09,0,Australia
2022-08-10,0,Australia
2022-08-11,0,Australia
2022-08-12,0,Australia
2022-08-13,0,Australia
2022-08-14,0,Australia
2022-08-15,139178,Australia
2022-08-16,0,Australia
2022-08-17,0,Australia
2022-08-18,0,Australia
2022-08-19,0,Australia
2022-08-20,0,Australia
2022-08-21,0,Australia
2022-08-22,103184,Australia
2022-08-23,0,Australia
2022-08-24,0,Australia
2022-08-25,0,Australia
2022-08-26,0,Australia
2022-08-27,0,Australia
2022-08-28,0,Australia
2022-08-29,79985,Australia
2022-08-30,0,Australia
2022-08-31,0,Australia
2022-09-01,0,Australia
2022-09-02,0,Australia
2022-09-03,0,Australia
2022-09-04,0,Australia
2022-09-05,63392,Australia
2022-09-06,0,Australia
2022-09-07,0,Australia
2022-09-08,0,Australia
2022-09-09,0,Australia
2022-09-10,0,Australia
2022-09-11,0,Australia
2022-09-12,51273,Australia
2022-09-13,0,Australia
2022-09-14,0,Australia
2022-09-15,0,Australia
2022-09-16,0,Australia
2022-09-17,0,Australia
2022-09-18,0,Australia
2022-09-19,43401,Australia
2022-09-20,0,Australia
2022-09-21,0,Australia
2022-09-22,0,Australia
2022-09-23,0,Australia
2022-09-24,0,Australia
2022-09-25,0,Australia
2022-09-26,37578,Australia
2022-09-27,0,Australia
2022-09-28,0,Australia
2022-09-29,0,Australia
2022-09-30,0,Australia
2022-10-01,0,Australia
2022-10-02,0,Australia
2022-10-03,38674,Australia
2022-10-04,0,Australia
2022-10-05,0,Australia
2022-10-06,0,Australia
2022-10-07,0,Australia
2022-10-08,0,Australia
2022-10-09,0,Australia
2022-10-10,31327,Australia
2022-10-11,0,Australia
2022-10-12,0,Australia
2022-10-13,0,Australia
2022-10-14,0,Australia
2022-10-15,0,Australia
2022-10-16,0,Australia
2022-10-17,29620,Australia
2022-10-18,0,Australia
2022-10-19,0,Australia
2022-10-20,0,Australia
2020-03-02,1,Austria
2020-03-03,4,Austria
2020-03-04,5,Austria
2020-03-05,6,Austria
2020-03-06,14,Austria
2020-03-07,9,Austria
2020-03-08,29,Austria
2020-03-09,23,Austria
2020-03-10,28,Austria
2020-03-11,22,Austria
2020-03-12,55,Austria
2020-03-13,108,Austria
2020-03-14,96,Austria
2020-03-15,181,Austria
2020-03-16,183,Austria
2020-03-17,170,Austria
2020-03-18,35,Austria
2020-03-19,40,Austria
2020-03-20,29,Austria
2020-03-21,34,Austria
2020-03-22,53,Austria
2020-03-23,82,Austria
2020-03-24,74,Austria
2020-03-25,553,Austria
2020-03-26,645,Austria
2020-03-27,668,Austria
2020-03-28,1008,Austria
2020-03-29,784,Austria
2020-03-30,610,Austria
2020-03-31,544,Austria
2020-04-01,664,Austria
2020-04-02,547,Austria
2020-04-03,546,Austria
2020-04-04,433,Austria
2020-04-05,409,Austria
2020-04-06,248,Austria
2020-04-07,183,Austria
2020-04-08,303,Austria
2020-04-09,288,Austria
2020-04-10,287,Austria
2020-04-11,276,Austria
2020-04-12,357,Austria
2020-04-13,203,Austria
2020-04-14,111,Austria
2020-04-15,87,Austria
2020-04-16,149,Austria
2020-04-17,128,Austria
2020-04-18,112,Austria
2020-04-19,99,Austria
2020-04-20,59,Austria
2020-04-21,47,Austria
2020-04-22,65,Austria
2020-04-23,70,Austria
2020-04-24,70,Austria
2020-04-25,60,Austria
2020-04-26,79,Austria
2020-04-27,62,Austria
2020-04-28,36,Austria
2020-04-29,68,Austria
2020-04-30,49,Austria
2020-05-01,60,Austria
2020-05-02,54,Austria
2020-05-03,37,Austria
2020-05-04,28,Austria
2020-05-05,12,Austria
2020-05-06,30,Austria
2020-05-07,54,Austria
2020-05-08,46,Austria
2020-05-09,40,Austria
2020-05-10,49,Austria
2020-05-11,30,Austria
2020-05-12,15,Austria
2020-05-13,65,Austria
2020-05-14,38,Austria
2020-05-15,52,Austria
2020-05-16,54,Austria
2020-05-17,75,Austria
2020-05-18,15,Austria
2020-05-19,26,Austria
2020-05-20,58,Austria
2020-05-21,61,Austria
2020-05-22,30,Austria
2020-05-23,31,Austria
2020-05-24,28,Austria
2020-05-25,24,Austria
2020-05-26,31,Austria
2020-05-27,25,Austria
2020-05-28,22,Austria
2020-05-29,50,Austria
2020-05-30,19,Austria
2020-05-31,42,Austria
2020-06-01,32,Austria
2020-06-02,5,Austria
2020-06-03,19,Austria
2020-06-04,16,Austria
2020-06-05,53,Austria
2020-06-06,17,Austria
2020-06-07,66,Austria
2020-06-08,31,Austria
2020-06-09,25,Austria
2020-06-10,24,Austria
2020-06-11,15,Austria
2020-06-12,34,Austria
2020-06-13,22,Austria
2020-06-14,37,Austria
2020-06-15,22,Austria
