Date_reported,New_cases,Country
2012-08-20,299,T7
2012-08-21,302,T7
2012-08-22,295,T7
2012-08-23,301,T7
2012-08-24,299,T7
2012-08-25,283,T7
2012-08-26,270,T7
2012-08-27,267,T7
2012-08-28,253,T7
2012-08-29,269,T7
2012-08-30,254,T7
2012-08-31,296,T7
2012-09-01,322,T7
2012-09-02,295,T7
2012-09-03,272,T7
2012-09-04,294,T7
2012-09-05,287,T7
2012-09-06,283,T7
2012-09-07,284,T7
2012-09-08,312,T7
2012-09-09,287,T7
2012-09-10,283,T7
2012-09-11,285,T7
2012-09-12,273,T7
2012-09-13,291,T7
2012-09-14,268,T7
2012-09-15,302,T7
2012-09-16,276,T7
2012-09-17,258,T7
2012-09-18,278,T7
2012-09-19,699,T7
2012-09-20,945,T7
2012-09-21,829,T7
2012-09-22,316,T7
2012-09-23,307,T7
2012-09-24,259,T7
2012-09-25,266,T7
2012-09-26,276,T7
2012-09-27,255,T7
2012-09-28,259,T7
2012-09-29,308,T7
2012-09-30,304,T7
2012-10-01,282,T7
2012-10-02,268,T7
2012-10-03,271,T7
2012-10-04,279,T7
2012-10-05,314,T7
2012-10-06,295,T7
2012-10-07,315,T7
2012-10-08,268,T7
2012-10-09,284,T7
2012-10-10,260,T7
2012-10-11,274,T7
2012-10-12,274,T7
2012-10-13,317,T7
2012-10-14,287,T7
2012-10-15,281,T7
2012-10-16,271,T7
2012-10-17,284,T7
2012-10-18,263,T7
2012-10-19,280,T7
2012-10-20,313,T7
2012-10-21,303,T7
2012-10-22,278,T7
2012-10-23,276,T7
2012-10-24,273,T7
2012-10-25,276,T7
2012-10-26,280,T7
2012-10-27,312,T7
2012-10-28,328,T7
2012-10-29,280,T7
2012-10-30,262,T7
2012-10-31,296,T7
2012-11-01,310,T7
2012-11-02,279,T7
2012-11-03,353,T7
2012-11-04,320,T7
2012-11-05,277,T7
2012-11-06,307,T7
2012-11-07,279,T7
2012-11-08,331,T7
2012-11-09,352,T7
2012-11-10,360,T7
2012-11-11,317,T7
2012-11-12,307,T7
2012-11-13,280,T7
2012-11-14,297,T7
2012-11-15,352,T7
2012-11-16,309,T7
2012-11-17,386,T7
2012-11-18,331,T7
2012-11-19,302,T7
2012-11-20,294,T7
2012-11-21,309,T7
2012-11-22,311,T7
2012-11-23,330,T7
2012-11-24,398,T7
2012-11-25,403,T7
2012-11-26,394,T7
2012-11-27,420,T7
2012-11-28,388,T7
2012-11-29,412,T7
2012-11-30,446,T7
2012-12-01,533,T7
2012-12-02,499,T7
2012-12-03,486,T7
2012-12-04,466,T7
2012-12-05,437,T7
2012-12-06,463,T7
2012-12-07,470,T7
2012-12-08,482,T7
2012-12-09,491,T7
2012-12-10,492,T7
2012-12-11,456,T7
2012-12-12,456,T7
2012-12-13,490,T7
2012-12-14,451,T7
2012-12-15,483,T7
2012-12-16,432,T7
2012-12-17,422,T7
2012-12-18,346,T7
2012-12-19,374,T7
2012-12-20,382,T7
2012-12-21,389,T7
2012-12-22,428,T7
2012-12-23,422,T7
2012-12-24,439,T7
2012-12-25,391,T7
2012-12-26,414,T7
2012-12-27,429,T7
2012-12-28,437,T7
2012-12-29,534,T7
2012-12-30,485,T7
2012-12-31,475,T7
2013-01-01,486,T7
2013-01-02,427,T7
2013-01-03,437,T7
2013-01-04,446,T7
2013-01-05,480,T7
2013-01-06,474,T7
2013-01-07,467,T7
2013-01-08,427,T7
2013-01-09,408,T7
2013-01-10,401,T7
2013-01-11,407,T7
2013-01-12,479,T7
2013-01-13,433,T7
2013-01-14,441,T7
2013-01-15,462,T7
2013-01-16,415,T7
2013-01-17,413,T7
2013-01-18,424,T7
2013-01-19,433,T7
2013-01-20,436,T7
2013-01-21,440,T7
2013-01-22,434,T7
2013-01-23,435,T7
2013-01-24,401,T7
2013-01-25,410,T7
2013-01-26,442,T7
2013-01-27,403,T7
2013-01-28,406,T7
2013-01-29,390,T7
2013-01-30,376,T7
2013-01-31,371,T7
2013-02-01,389,T7
2013-02-02,471,T7
2013-02-03,400,T7
2013-02-04,411,T7
2013-02-05,378,T7
2013-02-06,399,T7
2013-02-07,403,T7
2013-02-08,440,T7
2013-02-09,424,T7
2013-02-10,427,T7
2013-02-11,421,T7
2013-02-12,427,T7
2013-02-13,378,T7
2013-02-14,404,T7
2013-02-15,384,T7
2013-02-16,418,T7
2013-02-17,393,T7
2013-02-18,383,T7
2013-02-19,408,T7
2013-02-20,403,T7
2013-02-21,397,T7
2013-02-22,417,T7
2013-02-23,406,T7
2013-02-24,440,T7
2013-02-25,447,T7
2013-02-26,390,T7
2013-02-27,393,T7
2013-02-28,412,T7
2013-03-01,437,T7
2013-03-02,500,T7
2013-03-03,449,T7
2013-03-04,374,T7
2013-03-05,361,T7
2013-03-06,330,T7
2013-03-07,380,T7
2013-03-08,335,T7
2013-03-09,394,T7
2013-03-10,383,T7
2013-03-11,457,T7
2013-03-12,452,T7
2013-03-13,527,T7
2013-03-14,458,T7
2013-03-15,485,T7
2013-03-16,577,T7
2013-03-17,476,T7
2013-03-18,487,T7
2013-03-19,436,T7
2013-03-20,426,T7
2013-03-21,430,T7
2013-03-22,462,T7
2013-03-23,560,T7
2013-03-24,486,T7
2013-03-25,489,T7
2013-03-26,487,T7
2013-03-27,481,T7
2013-03-28,471,T7
2013-03-29,517,T7
2013-03-30,574,T7
2013-03-31,439,T7
2013-04-01,484,T7
2013-04-02,453,T7
2013-04-03,445,T7
2013-04-04,432,T7
2013-04-05,445,T7
2013-04-06,489,T7
2013-04-07,447,T7
2013-04-08,415,T7
2013-04-09,383,T7
2013-04-10,445,T7
2013-04-11,419,T7
2013-04-12,407,T7
2013-04-13,466,T7
2013-04-14,409,T7
2013-04-15,382,T7
2013-04-16,369,T7
2013-04-17,367,T7
2013-04-18,386,T7
2013-04-19,390,T7
2013-04-20,420,T7
2013-04-21,450,T7
2013-04-22,371,T7
2013-04-23,364,T7
2013-04-24,365,T7
2013-04-25,321,T7
2013-04-26,366,T7
2013-04-27,460,T7
2013-04-28,397,T7
2013-04-29,378,T7
2013-04-30,359,T7
2013-05-01,425,T7
2013-05-02,373,T7
2013-05-03,377,T7
2013-05-04,422,T7
2013-05-05,420,T7
2013-05-06,382,T7
2013-05-07,372,T7
2013-05-08,379,T7
2013-05-09,376,T7
2013-05-10,381,T7
2013-05-11,405,T7
2013-05-12,426,T7
2013-05-13,310,T7
2013-05-14,290,T7
2013-05-15,290,T7
2013-05-16,322,T7
2013-05-17,362,T7
2013-05-18,373,T7
2013-05-19,425,T7
2013-05-20,362,T7
2013-05-21,349,T7
2013-05-22,348,T7
2013-05-23,362,T7
2013-05-24,361,T7
2013-05-25,340,T7
2013-05-26,345,T7
2013-05-27,303,T7
2013-05-28,301,T7
2013-05-29,333,T7
2013-05-30,337,T7
2013-05-31,340,T7
2013-06-01,412,T7
2013-06-02,358,T7
2013-06-03,328,T7
2013-06-04,309,T7
2013-06-05,286,T7
2013-06-06,299,T7
2013-06-07,297,T7
2013-06-08,365,T7
2013-06-09,341,T7
2013-06-10,317,T7
2013-06-11,338,T7
2013-06-12,347,T7
2013-06-13,324,T7
2013-06-14,303,T7
2013-06-15,365,T7
2013-06-16,366,T7
2013-06-17,319,T7
2013-06-18,297,T7
2013-06-19,302,T7
2013-06-20,300,T7
2013-06-21,315,T7
2013-06-22,327,T7
2013-06-23,351,T7
2013-06-24,314,T7
2013-06-25,311,T7
2013-06-26,297,T7
2013-06-27,325,T7
2013-06-28,491,T7
2013-06-29,1009,T7
2013-06-30,844,T7
2013-07-01,856,T7
2013-07-02,1481,T7
2013-07-03,1438,T7
2013-07-04,2417,T7
2013-07-05,2502,T7
2013-07-06,2568,T7
2013-07-07,2522,T7
2013-07-08,2325,T7
2013-07-09,2626,T7
2013-07-10,3226,T7
2013-07-11,3639,T7
2013-07-12,3381,T7
2013-07-13,3244,T7
2013-07-14,3321,T7
2013-07-15,2740,T7
2013-07-16,2661,T7
2013-07-17,3283,T7
2013-07-18,2939,T7
2013-07-19,2419,T7
2013-07-20,2020,T7
2013-07-21,1585,T7
2013-07-22,1339,T7
2013-07-23,2225,T7
2013-07-24,2418,T7
2013-07-25,2564,T7
2013-07-26,2593,T7
2013-07-27,2108,T7
2013-07-28,971,T7
2013-07-29,378,T7
2013-07-30,301,T7
2013-07-31,299,T7
2013-08-01,524,T7
2013-08-02,739,T7
2013-08-03,571,T7
2013-08-04,855,T7
2013-08-05,1196,T7
2013-08-06,1719,T7
2013-08-07,1602,T7
2013-08-08,2134,T7
2013-08-09,2521,T7
2013-08-10,2408,T7
2013-08-11,2566,T7
2013-08-12,2391,T7
2013-08-13,3076,T7
2013-08-14,3057,T7
2013-08-15,2658,T7
2013-08-16,2665,T7
2013-08-17,2346,T7
2013-08-18,1733,T7
2013-08-19,2232,T7
2013-08-20,3343,T7
2013-08-21,3279,T7
2013-08-22,3034,T7
2013-08-23,2215,T7
2013-08-24,3077,T7
2013-08-25,2566,T7
2013-08-26,2141,T7
2013-08-27,2294,T7
2013-08-28,2633,T7
2013-08-29,3065,T7
2013-08-30,2819,T7
2013-08-31,2044,T7
2013-09-01,1263,T7
2013-09-02,1464,T7
2013-09-03,1974,T7
2013-09-04,2116,T7
2013-09-05,1182,T7
2013-09-06,973,T7
2013-09-07,592,T7
2013-09-08,578,T7
2013-09-09,556,T7
2013-09-10,439,T7
2013-09-11,866,T7
2013-09-12,1648,T7
2013-09-13,1416,T7
2013-09-14,1187,T7
2013-09-15,676,T7
2013-09-16,577,T7
2013-09-17,568,T7
2013-09-18,547,T7
2013-09-19,352,T7
2013-09-20,338,T7
2013-09-21,387,T7
2013-09-22,403,T7
2013-09-23,325,T7
2013-09-24,307,T7
2013-09-25,320,T7
2013-09-26,298,T7
2013-09-27,326,T7
2013-09-28,355,T7
2013-09-29,320,T7
2013-09-30,315,T7
2013-10-01,302,T7
2013-10-02,308,T7
2013-10-03,314,T7
2013-10-04,313,T7
2013-10-05,350,T7
2013-10-06,325,T7
2013-10-07,321,T7
2013-10-08,307,T7
2013-10-09,298,T7
2013-10-10,306,T7
2013-10-11,324,T7
2013-10-12,379,T7
2013-10-13,354,T7
2013-10-14,360,T7
2013-10-15,316,T7
2013-10-16,345,T7
2013-10-17,346,T7
2013-10-18,334,T7
2013-10-19,395,T7
2013-10-20,332,T7
2013-10-21,355,T7
2013-10-22,329,T7
2013-10-23,331,T7
2013-10-24,363,T7
2013-10-25,401,T7
2013-10-26,415,T7
2013-10-27,431,T7
2013-10-28,405,T7
2013-10-29,408,T7
2013-10-30,417,T7
2013-10-31,401,T7
2013-11-01,423,T7
2013-11-02,478,T7
2013-11-03,440,T7
2013-11-04,426,T7
2013-11-05,397,T7
2013-11-06,402,T7
2013-11-07,408,T7
2013-11-08,388,T7
2013-11-09,498,T7
2013-11-10,450,T7
2013-11-11,426,T7
2013-11-12,414,T7
2013-11-13,398,T7
2013-11-14,397,T7
2013-11-15,418,T7
2013-11-16,453,T7
2013-11-17,488,T7
2013-11-18,459,T7
2013-11-19,432,T7
2013-11-20,452,T7
2013-11-21,443,T7
2013-11-22,502,T7
2013-11-23,560,T7
2013-11-24,525,T7
2013-11-25,558,T7
2013-11-26,475,T7
2013-11-27,489,T7
2013-11-28,474,T7
2013-11-29,478,T7
2013-11-30,579,T7
2013-12-01,539,T7
2013-12-02,526,T7
2013-12-03,522,T7
2013-12-04,489,T7
2013-12-05,537,T7
2013-12-06,544,T7
2013-12-07,635,T7
2013-12-08,527,T7
2013-12-09,535,T7
2013-12-10,522,T7
2013-12-11,485,T7
2013-12-12,449,T7
2013-12-13,494,T7
2013-12-14,529,T7
2013-12-15,517,T7
2013-12-16,498,T7
2013-12-17,502,T7
2013-12-18,476,T7
2013-12-19,553,T7
2013-12-20,524,T7
2013-12-21,551,T7
2013-12-22,504,T7
2013-12-23,631,T7
2013-12-24,669,T7
2013-12-25,652,T7
2013-12-26,649,T7
2013-12-27,647,T7
2013-12-28,599,T7
2013-12-29,670,T7
2013-12-30,608,T7
2013-12-31,619,T7
2014-01-01,574,T7
2014-01-02,584,T7
2014-01-03,524,T7
2014-01-04,603,T7
2014-01-05,551,T7
2014-01-06,530,T7
2014-01-07,526,T7
2014-01-08,497,T7
2014-01-09,501,T7
2014-01-10,506,T7
2014-01-11,585,T7
2014-01-12,542,T7
2014-01-13,539,T7
2014-01-14,538,T7
2014-01-15,510,T7
2014-01-16,542,T7
2014-01-17,544,T7
2014-01-18,600,T7
2014-01-19,602,T7
2014-01-20,578,T7
2014-01-21,546,T7
2014-01-22,530,T7
2014-01-23,528,T7
2014-01-24,603,T7
2014-01-25,581,T7
2014-01-26,567,T7
2014-01-27,529,T7
2014-01-28,521,T7
2014-01-29,473,T7
2014-01-30,547,T7
2014-01-31,578,T7
2014-02-01,657,T7
2014-02-02,694,T7
2014-02-03,573,T7
2014-02-04,565,T7
2014-02-05,564,T7
2014-02-06,567,T7
2014-02-07,586,T7
2014-02-08,671,T7
2014-02-09,561,T7
2014-02-10,564,T7
2014-02-11,516,T7
2014-02-12,560,T7
2014-02-13,551,T7
2014-02-14,559,T7
2014-02-15,562,T7
2014-02-16,621,T7
2014-02-17,547,T7
2014-02-18,613,T7
2014-02-19,559,T7
2014-02-20,565,T7
2014-02-21,528,T7
2014-02-22,544,T7
2014-02-23,540,T7
2014-02-24,526,T7
2014-02-25,513,T7
2014-02-26,489,T7
2014-02-27,493,T7
2014-02-28,542,T7
2014-03-01,617,T7
2014-03-02,580,T7
2014-03-03,579,T7
2014-03-04,607,T7
2014-03-05,542,T7
2014-03-06,488,T7
2014-03-07,513,T7
2014-03-08,498,T7
2014-03-09,517,T7
2014-03-10,449,T7
2014-03-11,438,T7
2014-03-12,431,T7
2014-03-13,437,T7
2014-03-14,429,T7
2014-03-15,480,T7
2014-03-16,440,T7
2014-03-17,416,T7
2014-03-18,418,T7
2014-03-19,359,T7
2014-03-20,368,T7
2014-03-21,428,T7
2014-03-22,459,T7
2014-03-23,463,T7
2014-03-24,482,T7
2014-03-25,455,T7
2014-03-26,428,T7
2014-03-27,476,T7
2014-03-28,447,T7
2014-03-29,555,T7
2014-03-30,523,T7
2014-03-31,500,T7
2014-04-01,531,T7
2014-04-02,493,T7
2014-04-03,476,T7
2014-04-04,526,T7
2014-04-05,513,T7
2014-04-06,503,T7
2014-04-07,474,T7
2014-04-08,449,T7
2014-04-09,421,T7
2014-04-10,416,T7
2014-04-11,402,T7
2014-04-12,404,T7
2014-04-13,423,T7
2014-04-14,358,T7
2014-04-15,379,T7
2014-04-16,375,T7
2014-04-17,377,T7
2014-04-18,397,T7
2014-04-19,450,T7
2014-04-20,422,T7
2014-04-21,401,T7
2014-04-22,358,T7
2014-04-23,358,T7
2014-04-24,353,T7
2014-04-25,413,T7
2014-04-26,396,T7
2014-04-27,412,T7
2014-04-28,362,T7
2014-04-29,347,T7
2014-04-30,343,T7
2014-05-01,378,T7
2014-05-02,357,T7
2014-05-03,390,T7
2014-05-04,369,T7
2014-05-05,311,T7
2014-05-06,324,T7
2014-05-07,332,T7
2014-05-08,364,T7
2014-05-09,339,T7
2014-05-10,394,T7
2014-05-11,344,T7
2014-05-12,341,T7
2014-05-13,355,T7
2014-05-14,330,T7
2014-05-15,343,T7
2014-05-16,360,T7
2014-05-17,374,T7
2014-05-18,371,T7
2014-05-19,320,T7
2014-05-20,308,T7
2014-05-21,342,T7
2014-05-22,350,T7
2014-05-23,347,T7
2014-05-24,400,T7
2014-05-25,370,T7
2014-05-26,360,T7
2014-05-27,355,T7
2014-05-28,333,T7
2014-05-29,354,T7
2014-05-30,326,T7
2014-05-31,361,T7
2014-06-01,304,T7
2014-06-02,314,T7
2014-06-03,327,T7
2014-06-04,342,T7
2014-06-05,331,T7
2014-06-06,341,T7
2014-06-07,353,T7
2014-06-08,353,T7
2014-06-09,329,T7
2014-06-10,322,T7
2014-06-11,298,T7
2014-06-12,313,T7
2014-06-13,350,T7
2014-06-14,351,T7
2014-06-15,365,T7
2014-06-16,330,T7
2014-06-17,330,T7
2014-06-18,333,T7
2014-06-19,329,T7
2014-06-20,315,T7
2014-06-21,379,T7
2014-06-22,361,T7
2014-06-23,312,T7
2014-06-24,314,T7
2014-06-25,312,T7
2014-06-26,321,T7
2014-06-27,320,T7
2014-06-28,330,T7
2014-06-29,312,T7
2014-06-30,307,T7
2014-07-01,310,T7
2014-07-02,306,T7
2014-07-03,321,T7
2014-07-04,601,T7
2014-07-05,961,T7
2014-07-06,629,T7
2014-07-07,322,T7
2014-07-08,321,T7
2014-07-09,486,T7
2014-07-10,1013,T7
2014-07-11,1114,T7
2014-07-12,1518,T7
2014-07-13,1559,T7
2014-07-14,1645,T7
2014-07-15,2323,T7
2014-07-16,2623,T7
2014-07-17,3588,T7
2014-07-18,3020,T7
2014-07-19,1599,T7
2014-07-20,355,T7
2014-07-21,523,T7
2014-07-22,1138,T7
2014-07-23,1444,T7
2014-07-24,1630,T7
2014-07-25,2194,T7
2014-07-26,1782,T7
2014-07-27,2269,T7
2014-07-28,2791,T7
2014-07-29,3070,T7
2014-07-30,2716,T7
2014-07-31,2828,T7
2014-08-01,2733,T7
2014-08-02,1433,T7
2014-08-03,312,T7
2014-08-04,953,T7
2014-08-05,2253,T7
2014-08-06,2661,T7
2014-08-07,2614,T7
2014-08-08,2133,T7
2014-08-09,897,T7
2014-08-10,324,T7
2014-08-11,344,T7
2014-08-12,309,T7
2014-08-13,321,T7
2014-08-14,353,T7
2014-08-15,342,T7
2014-08-16,583,T7
2014-08-17,930,T7
2014-08-18,1892,T7
2014-08-19,2195,T7
2014-08-20,1817,T7
2012-01-01,2805700,T314
2012-01-02,3494400,T314
2012-01-03,3445000,T314
2012-01-04,3421000,T314
2012-01-05,3478600,T314
2012-01-06,3444700,T314
2012-01-07,3481400,T314
2012-01-08,3625200,T314
2012-01-09,3326600,T314
2012-01-10,3405900,T314
2012-01-11,3421300,T314
2012-01-12,3409000,T314
2012-01-13,3459200,T314
2012-01-14,3409500,T314
2012-01-15,3503800,T314
2012-01-16,3348000,T314
2012-01-17,3365900,T314
2012-01-18,3381900,T314
2012-01-19,3421200,T314
2012-01-20,3433300,T314
2012-01-21,3485400,T314
2012-01-22,3559500,T314
2012-01-23,3426600,T314
2012-01-24,3347800,T314
2012-01-25,3365400,T314
2012-01-26,3396800,T314
2012-01-27,3320300,T314
2012-01-28,3521400,T314
2012-01-29,3436300,T314
2012-01-30,3584200,T314
2012-01-31,3382500,T314
2012-02-01,3421600,T314
2012-02-02,3286800,T314
2012-02-03,3284700,T314
2012-02-04,3083500,T314
2012-02-05,3146100,T314
2012-02-06,3238400,T314
2012-02-07,3362200,T314
2012-02-08,3319700,T314
2012-02-09,3306500,T314
2012-02-10,3260400,T314
2012-02-11,3408500,T314
2012-02-12,3349200,T314
2012-02-13,3322100,T314
2012-02-14,3256900,T314
2012-02-15,3317800,T314
2012-02-16,3271500,T314
2012-02-17,3270200,T314
2012-02-18,3390800,T314
2012-02-19,3260400,T314
2012-02-20,3157300,T314
2012-02-21,3307200,T314
2012-02-22,3370400,T314
2012-02-23,3285100,T314
2012-02-24,3365700,T314
2012-02-25,3399100,T314
2012-02-26,3457300,T314
2012-02-27,3432900,T314
2012-02-28,3322300,T314
2012-02-29,3351000,T314
2012-03-01,3319000,T314
2012-03-02,3330200,T314
2012-03-03,3489200,T314
2012-03-04,3612100,T314
2012-03-05,3467900,T314
2012-03-06,3513500,T314
2012-03-07,3473700,T314
2012-03-08,3602200,T314
2012-03-09,3449200,T314
2012-03-10,3624400,T314
2012-03-11,3624600,T314
2012-03-12,3576800,T314
2012-03-13,3780100,T314
2012-03-14,3509800,T314
2012-03-15,3513600,T314
2012-03-16,3549000,T314
2012-03-17,3596200,T314
2012-03-18,3512500,T314
2012-03-19,3353300,T314
2012-03-20,3470500,T314
2012-03-21,3420500,T314
2012-03-22,3443100,T314
2012-03-23,3618800,T314
2012-03-24,3640500,T314
2012-03-25,3614200,T314
2012-03-26,3713900,T314
2012-03-27,3739900,T314
2012-03-28,3741900,T314
2012-03-29,3688300,T314
2012-03-30,3516800,T314
2012-03-31,3715100,T314
2012-04-01,3720000,T314
2012-04-02,3584300,T314
2012-04-03,3624400,T314
2012-04-04,3553700,T314
2012-04-05,3543500,T314
2012-04-06,3612200,T314
2012-04-07,3755300,T314
2012-04-08,3858000,T314
2012-04-09,3904800,T314
2012-04-10,3741700,T314
2012-04-11,3656600,T314
2012-04-12,3639000,T314
2012-04-13,3630700,T314
2012-04-14,3664300,T314
2012-04-15,3583700,T314
2012-04-16,3535200,T314
2012-04-17,3627100,T314
2012-04-18,3510000,T314
2012-04-19,3700400,T314
2012-04-20,3573000,T314
2012-04-21,3850000,T314
2012-04-22,3875800,T314
2012-04-23,3670700,T314
2012-04-24,3678400,T314
2012-04-25,3661400,T314
2012-04-26,3732900,T314
2012-04-27,3609800,T314
2012-04-28,3401800,T314
2012-04-29,3225300,T314
2012-04-30,3748100,T314
2012-05-01,3600600,T314
2012-05-02,3758900,T314
2012-05-03,3867100,T314
2012-05-04,3742100,T314
2012-05-05,3916700,T314
2012-05-06,3981000,T314
2012-05-07,3902000,T314
2012-05-08,4346300,T314
2012-05-09,5697000,T314
2012-05-10,5862000,T314
2012-05-11,5900700,T314
2012-05-12,6689900,T314
2012-05-13,7232600,T314
2012-05-14,7613000,T314
2012-05-15,7747700,T314
2012-05-16,7122600,T314
2012-05-17,6375500,T314
2012-05-18,5078600,T314
2012-05-19,4610600,T314
2012-05-20,4539400,T314
2012-05-21,4500200,T314
2012-05-22,4903800,T314
2012-05-23,5738200,T314
2012-05-24,5672000,T314
2012-05-25,5325800,T314
2012-05-26,4990600,T314
2012-05-27,5317900,T314
2012-05-28,5810100,T314
2012-05-29,5930500,T314
2012-05-30,6633700,T314
2012-05-31,6672900,T314
2012-06-01,6159300,T314
2012-06-02,5760700,T314
2012-06-03,6167300,T314
2012-06-04,6715700,T314
2012-06-05,6825500,T314
2012-06-06,6980500,T314
2012-06-07,6496300,T314
2012-06-08,5603400,T314
2012-06-09,5937700,T314
2012-06-10,6607000,T314
2012-06-11,5678000,T314
